,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26566,58.0,admin.,married,university.degree,no,yes,no,cellular,nov,thu,554.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
22132,53.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,102.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
27208,29.0,technician,single,high.school,no,yes,yes,cellular,nov,fri,484.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
35937,34.0,admin.,married,university.degree,no,yes,no,cellular,may,mon,915.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,yes
39310,28.0,admin.,single,university.degree,no,no,no,cellular,mar,thu,125.0,1.0,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,no
39834,44.0,technician,married,university.degree,no,no,no,cellular,jun,wed,874.0,2.0,999.0,1.0,failure,-1.7,94.055,-39.8,0.715,4991.6,yes
29336,36.0,services,married,high.school,no,no,no,cellular,apr,fri,469.0,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36482,26.0,student,single,professional.course,no,yes,no,cellular,jun,wed,96.0,1.0,999.0,1.0,failure,-2.9,92.963,-40.8,1.26,5076.2,no
3430,53.0,admin.,married,basic.9y,no,yes,yes,telephone,may,thu,548.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
41183,73.0,retired,married,professional.course,no,yes,no,cellular,nov,fri,334.0,1.0,999.0,0.0,nonexistent,-1.1,94.76700000000001,-50.8,1.028,4963.6,yes
30266,45.0,management,married,university.degree,no,yes,no,cellular,apr,thu,452.0,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
9743,53.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,445.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35506,44.0,admin.,married,basic.6y,no,no,no,cellular,may,mon,608.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
22221,57.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,134.0,9.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31888,37.0,unemployed,married,basic.6y,no,yes,no,cellular,may,thu,425.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
37722,26.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,99.0,1.0,999.0,1.0,failure,-2.9,92.20100000000001,-31.4,0.851,5076.2,no
2105,27.0,admin.,single,high.school,no,yes,no,telephone,may,mon,1495.0,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17796,35.0,admin.,married,professional.course,no,no,no,cellular,jul,tue,214.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
23211,42.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,77.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
25900,49.0,services,married,basic.6y,no,yes,no,cellular,nov,wed,772.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5662,56.0,retired,married,high.school,no,yes,yes,telephone,may,mon,77.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
18997,50.0,admin.,married,basic.9y,no,no,no,cellular,aug,tue,125.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
1659,39.0,admin.,married,basic.9y,no,no,no,telephone,may,fri,127.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
16833,45.0,services,married,high.school,no,no,no,cellular,jul,thu,77.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
29703,34.0,entrepreneur,single,university.degree,no,no,no,cellular,apr,mon,151.0,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36424,30.0,admin.,single,university.degree,no,no,no,cellular,jun,tue,482.0,2.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
40824,25.0,student,single,university.degree,no,no,no,cellular,sep,fri,732.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
38676,73.0,retired,married,university.degree,no,no,yes,cellular,nov,thu,749.0,7.0,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
11020,38.0,management,married,university.degree,no,no,no,telephone,jun,wed,1066.0,9.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
15258,42.0,self-employed,single,professional.course,no,yes,no,telephone,jul,thu,171.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
40082,32.0,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1185.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.8220000000000001,4991.6,no
21680,32.0,technician,single,university.degree,no,yes,no,cellular,aug,tue,178.0,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
20223,31.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,317.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34605,31.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,471.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
11198,49.0,services,married,high.school,no,no,yes,telephone,jun,thu,374.0,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
24984,57.0,management,married,university.degree,no,yes,yes,cellular,nov,tue,609.0,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
22930,45.0,management,married,university.degree,no,no,no,cellular,aug,mon,105.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
12624,32.0,admin.,single,university.degree,no,no,no,cellular,jul,mon,97.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
10548,36.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,881.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
974,55.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,55.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
22827,44.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,425.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
12769,60.0,admin.,married,high.school,no,no,no,cellular,jul,tue,320.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
36055,42.0,admin.,married,university.degree,no,yes,no,cellular,may,tue,251.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
39184,72.0,retired,married,professional.course,no,no,no,cellular,mar,fri,87.0,1.0,3.0,1.0,success,-1.8,93.369,-34.8,0.653,5008.7,yes
8664,30.0,services,single,high.school,no,no,no,telephone,jun,wed,245.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
27325,31.0,services,married,high.school,no,yes,no,telephone,nov,fri,62.0,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.021,5195.8,no
34019,23.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,52.0,4.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
7096,46.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,313.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
16507,22.0,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,123.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
31599,38.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,201.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
10380,53.0,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,mon,193.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
18825,34.0,technician,single,university.degree,no,no,no,cellular,aug,mon,160.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
30485,32.0,student,single,university.degree,no,no,yes,cellular,may,mon,77.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
22742,42.0,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,57.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31757,39.0,technician,married,professional.course,no,yes,yes,cellular,may,thu,113.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
15127,35.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,225.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
14135,26.0,blue-collar,divorced,high.school,no,no,no,telephone,jul,mon,79.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
27053,36.0,admin.,married,university.degree,no,yes,no,cellular,nov,fri,248.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
30927,30.0,management,single,university.degree,no,yes,yes,cellular,may,tue,228.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
7304,59.0,management,married,basic.4y,no,yes,no,telephone,may,thu,374.0,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
11352,52.0,services,divorced,high.school,no,no,no,telephone,jun,thu,339.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
25226,54.0,admin.,divorced,university.degree,no,yes,yes,cellular,nov,tue,355.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
22461,51.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,146.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1833,52.0,self-employed,married,university.degree,no,no,no,telephone,may,fri,61.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
765,31.0,technician,married,university.degree,no,yes,no,telephone,may,wed,285.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25430,40.0,blue-collar,married,basic.4y,no,yes,no,telephone,nov,wed,178.0,5.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.12,5195.8,no
33259,29.0,blue-collar,married,basic.6y,no,no,yes,cellular,may,tue,455.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
35407,43.0,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,fri,59.0,4.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
36464,28.0,technician,single,professional.course,no,yes,no,cellular,jun,wed,209.0,2.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
17337,42.0,self-employed,married,university.degree,no,no,no,cellular,jul,mon,243.0,30.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
33319,41.0,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,225.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
6688,39.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,279.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20326,58.0,retired,married,professional.course,no,no,yes,cellular,aug,mon,85.0,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37487,33.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,72.0,3.0,999.0,0.0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no
1671,46.0,admin.,married,basic.4y,no,no,no,telephone,may,fri,232.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
30545,36.0,management,married,university.degree,no,no,yes,cellular,may,mon,110.0,4.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
36523,38.0,admin.,divorced,high.school,no,no,no,cellular,jun,wed,65.0,1.0,999.0,1.0,failure,-2.9,92.963,-40.8,1.26,5076.2,no
16211,35.0,admin.,married,professional.course,no,no,no,cellular,jul,tue,139.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
18188,29.0,services,single,high.school,no,yes,no,cellular,jul,wed,112.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
40509,31.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,239.0,3.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.8959999999999999,4991.6,yes
37256,29.0,admin.,single,high.school,no,no,no,cellular,aug,fri,88.0,1.0,999.0,2.0,failure,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,no
15966,27.0,technician,single,professional.course,no,no,no,cellular,jul,mon,357.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
6415,40.0,services,single,high.school,no,no,no,telephone,may,wed,189.0,7.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21985,39.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,132.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
23966,29.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,301.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5506,47.0,admin.,divorced,university.degree,no,no,no,telephone,may,mon,168.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36375,41.0,technician,single,university.degree,no,no,no,telephone,jun,tue,270.0,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
18401,46.0,admin.,single,high.school,no,no,no,cellular,jul,thu,37.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
33128,50.0,admin.,married,basic.4y,no,yes,no,cellular,may,tue,12.0,8.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
28034,33.0,housemaid,married,university.degree,no,yes,no,cellular,apr,thu,80.0,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
19500,31.0,self-employed,married,basic.4y,no,yes,no,cellular,aug,thu,63.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
34057,35.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,297.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
26076,33.0,technician,married,university.degree,no,no,no,telephone,nov,wed,91.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
6785,28.0,admin.,single,university.degree,no,no,yes,telephone,may,wed,74.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28838,28.0,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,344.0,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
30355,56.0,entrepreneur,married,university.degree,no,no,yes,cellular,apr,thu,488.0,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
7829,50.0,services,divorced,basic.4y,no,yes,no,telephone,jun,mon,168.0,4.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
24935,47.0,services,married,high.school,no,yes,no,cellular,nov,tue,99.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
8089,47.0,technician,divorced,high.school,no,yes,no,telephone,jun,mon,289.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
27780,73.0,retired,married,university.degree,no,yes,no,cellular,mar,tue,179.0,1.0,999.0,1.0,failure,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,no
1651,31.0,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,157.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38724,54.0,technician,married,basic.9y,no,no,no,cellular,nov,tue,293.0,3.0,7.0,2.0,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
25723,38.0,admin.,married,basic.9y,no,yes,yes,cellular,nov,wed,122.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
34852,28.0,admin.,single,university.degree,no,no,no,cellular,may,fri,165.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
28168,29.0,technician,single,professional.course,no,yes,no,cellular,apr,mon,740.0,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,yes
27302,29.0,admin.,single,university.degree,no,yes,no,cellular,nov,fri,190.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
284,42.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,mon,189.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
24540,31.0,self-employed,married,university.degree,no,yes,no,telephone,nov,mon,69.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
18996,38.0,blue-collar,single,high.school,no,no,no,cellular,aug,tue,250.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
14561,23.0,student,single,high.school,no,yes,no,cellular,jul,tue,125.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
40669,83.0,retired,divorced,basic.4y,no,yes,no,cellular,sep,thu,405.0,3.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
10530,50.0,services,single,basic.4y,no,yes,no,telephone,jun,tue,355.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
501,33.0,admin.,married,basic.9y,no,yes,no,telephone,may,tue,80.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21348,38.0,technician,married,professional.course,no,no,no,cellular,aug,mon,296.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
12568,55.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,849.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
31243,38.0,self-employed,married,basic.9y,no,yes,no,cellular,may,wed,155.0,5.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
7637,41.0,technician,single,professional.course,no,no,no,telephone,may,fri,363.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33201,43.0,admin.,single,university.degree,no,yes,no,cellular,may,tue,305.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
8692,51.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,119.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
14399,34.0,blue-collar,married,basic.4y,no,no,no,telephone,jul,mon,252.0,4.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
17400,38.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,319.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
27573,48.0,blue-collar,married,basic.4y,no,yes,no,cellular,nov,fri,168.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
15784,43.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,119.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
18410,22.0,unemployed,single,high.school,no,no,no,cellular,jul,thu,60.0,6.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
30303,30.0,technician,married,university.degree,no,yes,yes,cellular,apr,thu,1373.0,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
9043,34.0,admin.,single,university.degree,no,no,no,telephone,jun,thu,17.0,16.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
31956,28.0,student,single,university.degree,no,yes,no,cellular,may,thu,191.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
23686,50.0,management,married,university.degree,no,yes,no,cellular,aug,thu,77.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
33233,44.0,management,married,basic.9y,no,no,no,cellular,may,tue,296.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
10410,25.0,self-employed,single,university.degree,no,no,no,telephone,jun,mon,178.0,7.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
20760,34.0,admin.,married,basic.6y,no,yes,no,cellular,aug,wed,713.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31829,34.0,services,single,high.school,no,no,no,cellular,may,thu,957.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,yes
10521,53.0,admin.,married,basic.9y,no,no,no,telephone,jun,tue,116.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6314,55.0,retired,married,high.school,no,yes,no,telephone,may,tue,591.0,5.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
16976,27.0,services,single,high.school,no,no,no,telephone,jul,thu,101.0,14.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
40154,50.0,management,married,university.degree,no,yes,no,cellular,jul,thu,367.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes
29563,42.0,services,married,high.school,no,yes,no,cellular,apr,mon,274.0,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
397,29.0,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,231.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22379,33.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,82.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
15314,22.0,blue-collar,single,basic.6y,no,no,no,cellular,jul,fri,100.0,4.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
13375,36.0,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,295.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
13990,42.0,technician,divorced,university.degree,no,no,yes,cellular,jul,fri,241.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
32933,57.0,technician,married,high.school,no,yes,no,cellular,may,mon,228.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
34048,32.0,blue-collar,single,high.school,no,no,yes,cellular,may,wed,358.0,2.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
39040,63.0,technician,married,university.degree,no,yes,no,cellular,dec,mon,510.0,2.0,999.0,1.0,failure,-3.0,92.713,-33.0,0.715,5023.5,yes
33529,27.0,services,married,basic.6y,no,no,no,cellular,may,tue,142.0,2.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
29303,30.0,student,single,professional.course,no,no,yes,cellular,apr,fri,170.0,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
21354,50.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,159.0,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40189,21.0,housemaid,single,high.school,no,no,no,cellular,jul,fri,222.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
30756,35.0,blue-collar,divorced,high.school,no,yes,no,cellular,may,tue,187.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
30950,28.0,services,single,university.degree,no,yes,no,cellular,may,tue,83.0,9.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
21423,54.0,technician,married,professional.course,no,no,no,cellular,aug,tue,166.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34031,39.0,blue-collar,married,high.school,no,yes,yes,cellular,may,wed,312.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
9517,39.0,admin.,single,university.degree,no,no,yes,telephone,jun,mon,152.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10308,32.0,blue-collar,married,high.school,no,no,yes,telephone,jun,mon,140.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8783,52.0,retired,married,high.school,no,no,no,telephone,jun,thu,48.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
19741,44.0,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,90.0,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
22854,44.0,self-employed,married,basic.9y,no,no,yes,cellular,aug,mon,140.0,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40986,84.0,retired,divorced,basic.4y,no,yes,yes,cellular,oct,mon,138.0,4.0,3.0,1.0,success,-1.1,94.601,-49.5,1.0,4963.6,no
25791,43.0,admin.,single,university.degree,no,no,no,cellular,nov,wed,97.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
24626,43.0,services,married,high.school,no,yes,yes,cellular,nov,mon,170.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2882,56.0,services,married,basic.9y,no,no,no,telephone,may,wed,44.0,5.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
17489,51.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,289.0,4.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
23147,47.0,technician,married,high.school,no,no,no,cellular,aug,tue,111.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39410,76.0,retired,married,basic.4y,no,no,no,cellular,apr,tue,122.0,4.0,999.0,1.0,failure,-1.8,93.749,-34.6,0.638,5008.7,no
8511,34.0,management,married,university.degree,no,no,yes,telephone,jun,wed,46.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
25151,45.0,technician,divorced,professional.course,no,yes,yes,cellular,nov,tue,178.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
20918,36.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1217.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
